code,nom
D031,SECRETARIAT
D04,DIR.CENTRE INFO/ETUDES DOCUMENTAIRES
D04A,DEPT. GESTION DOCUMENTATION
D04B,DEPT. ANALYSE ET VEILLE DOCUMENTAIRE
D04C,DEPT. TRADUCTION
D040,CELLULE DIRECTION
D041,SECRETARIAT
D05,DIRECTION INFORMATIONS DOCUMENTAIRES
D05A,DEPT.GESTION DOCUMENTATION
D05B,DEPT. ANALYSE ET VEILLE DOCUMENTAIRE
E,DCG ACTIVITES CENTRALES  (ACT)
E00,STAFF ACT
E001,SECRETARIAT
E002,CELLULE ADMINISTRATION
E003,COORDINATION SECRETARIAT  D/E ACT
E01,DIRECTION INFRASTRUCTURES
E01A,S/DIRECTION SUIVI DES TRAVAUX
E01A1,DEPT MAINTENANCE DES INSTALATIONS
E01A2,DEPT.QUALITE/H.S.E
E01A3,DEPT.AMGT/PLF DEV.INFRA/MOYENS
E01B,S/DIRECTION ETUDES/DEVELOPPEMENT
E01B1,DEPT. PASSATION DES MARCHES
E01B2,DEPARTEMENT TECHNIQUE
E01B3,DEPT.ETUDES D'OPPORTUNITE/PLANIFICATION
E010,CELLULE DIRECTION
E0101,SECRETARIAT
E0102,CELLULE COORDINATION ADM
E02,DIRECTION COMPTABILITE SIEGE
E02A,DEPARTEMENT BUDGET ET CONTROLE DE GESTION
E02B,DEPARTEMENT  CENTRALISATION COMPTABLE
E02C,DEPARTEMENT TRESORERIE
E02D,DEPARTEMENT FOURNISSEURS
E02E,DEPARTEMENT STOCKS ET IMMOBILISATIONS
E020,CELLULE DIRECTION
E0201,SECRETARIAT
E0202,CELLULE CONTROLE INTERNE
E03,DIRECTION COMMUNICATION & STR.IMAGE
E03A,GROUPE MULTIMEDIAS
E03B,GROUPE COMMUNICATION INTERNE
E03C,GROUPE COMMUNICATION INSTITUTIONNELLE
E03D,GROUPE PRESSE
E030,CELLULE DIRECTION
E0301,SECRETARIAT
E0302,PROJET REDUCTION DES COUTS&AIDE AUX JEUNES
E05,DIRECTION RELATIONS PUBLIQUES
E05A,REGION EST
E05B,REGION OUEST
E05C,REGION D' ALGER
E05D,REGION DE HASSI MESSAOUD
E05E,REGION D' IN AMENAS
E05F,REGION DE HASSI R' MEL
E050,CELLULE DIRECTION
E0501,SECRETARIAT
E051,DEPARTEMENT EXPOSIT. ET MANIF. PARTICUL.
E052,DEPARTEMENT ACCEUIL ET LIAISON
E053,DEPARTEMENT ADMINISTRATION ET MOYENS
E06,DIRECTION MOYENS GENERAUX
E06A,S/DIRECTION APPROVISIONNEMENTS/TRANSPORT
E06A1,DEPT. APPROVISIONNEMENTS
E06A2,DEPT. STOCKS/CODIFICATION
E06A3,DEPT.TRANSPORT
E06B,S/DIRECTION MOYENS
E06B1,DEPT.SERVICES GENERAUX
E06B2,DEPT. DOCUMENTATION/ARCHIVES
E06B3,DEPT.SECURITE
E060,CELLULE DIRECTION
E0601,SECRETARIAT
E10,DIRECTION INFORMATIQUE
E10A,CELLULE DIRECTION
E10A1,SECRETARIAT
E10A2,CELLULE ADMINISTRATIVE/FINANCIERE
E10A3,CELLULE SECURITE
E10B,S/DIRECTION ETUDES/DEVELOPPEMENT
E10B1,DEPT.DEV.BASES DE DONNES/SYST INFORMATIQUE
E10B2,DEPT. ETUDES
E10B3,DEPT.SECURITE INFORMATIQUE
E10C,S/DIRECTION DES OPPERATIONS
E10C1,DEPT.RESEAUX
E10C2,DEPT. TRAITEMENT
E10C3,DEPT.INFO CENTRE
E10C4,DEPT.HELP DESK
E101,S/DIRECTION TRAITEMENT
E1011,DEPT. EXPLOITATION
E10111,SCE EXPLOITATION
E10112,SCE ORDONNANCEMENT ET CONTROLE
E10113,SCE MAINTENANCE APPLICATIONS
E10114,SCE SAISIE DE DONNEES
E1012,DEPT. EQUIPEMENTS
E10121,SCE GESTION EQUIPEMENTS
E10122,SCE SUPPORT LOGICIELS
E10123,SCE MAINTENANCE EQUIPEMENTS
E1013,UNITES TRAITEMENT
E102,S/DIRECTION ETUDES ET CONSEILS
E1021,DEPT. INFORMATION MARKETING
E10211,SCE DOCUMENTATION FORMATION
E10212,SCE CONSEILS ET MARKETING
E10213,SCE  P.A.O
E1022,DEPT. ETUDES ET SYNTHESES
E10221,SCE COORDINATION
E10222,SCE ETUDES
E103,S/DIRECTION REALISATION SYSTEMES INFORMATIQUES
E1031,DEPT. APPLICATIONS DE GESTION
E10311,PROJET 1
E10312,PROJET 2
E10313,PROJET 3
E10314,PROJET 4
E1032,DEPT. APPLICATIONS SCIENTIFIQUES
E10321,PROJET 1
E10322,PROJET 2
E10323,PROJET 3
E1033,SCE SUPPORT TECHNIQUE
E104,DEPT. ADMINISTRATION
E1041,SCE GESTION PERSONNEL
E1042,SCE GESTION APPROVISIONNEMENTS
E1043,SCE MOYENS GENERAUX
E105,DEPT. FINANCES
E1051,SCE TRESORERIE
E1052,SCE COMPTABILITE
E1053,SCE CONTROLE BUDGET
F,DIRECTIONS CENTRALES
F01,DIRECTION JURIDIQUE (JUR)
F01A,S/D ETUDES ET REGULATION
F01B,DIRECTION ETUDES ET PATRIMOINE
F01BA,S/D ETUDE ET REGULATION
F01BA1,GROUPE ANALYSES
F01BA2,GROUPE REGULATION
F01BB,S/D PATRIMOINE ET DOCUMENTATIONS
F01BB1,GROUPE GESTION DU PATRIMOINE
F01BB2,GROUPE GESTION BIENS ET DES VALEURS MOBILIER
F01BB3,GROUPE DOCUMENTATION ET ETUDES DOCUMENTAIRES
F01C,DIRECTION CONTRATS ET CONTENCIEUX
F01CA,S/D CONTRATS
F01CA1,GROUPE CONTRATS D'ASSOCIATIONS
F01CA2,GROUPE ASSISTANCES ET CONSEILS
F01CA3,GROUPE DEPOT LEGAL
F01CB,S/D REGLEMENT ET DIFFERENDS
F01CB1,GROUPE CONTENCIEUX INTERNE
F01CB2,GROUPE CONTENCIEUX INTERNATIONAL
F01E,S/D ELAB. ET CONTROL APP. DES CONTRATS
F011,SECRETARIAT
F012,CELLULE ADMINISTRATION
F02,DIRECTION CENTRALE AUDIT GROUPE
F02E,DIR.METHODES/FORMATIONS/QUALITE
F02E0,SECRETARIAT
F02E1,CELLULE DIRECTION
F02E2,COORDINATION SUIVI AUDIT
F02E3,COORDINATION PLANIF.METH&REPPORTING
F02G,DIRECTION PLANNING/COORDINATION
F02G0,SECRETARIAT
F02G1,CELLULE DIRECTION
F02G2,COORDINATION AUDIT/ASSOCIATIONS
F02G3,COORDINATION AUDIT HOLDING&FILIALES
F02G4,COORDINATION AUDIT SONATRACH SPA
F020,SECRETARIAT
F021,CELLULE DIRECTION
F023,GROUPE PASSATION DES MARCHES
F025,SCE.ADM ET LOGISTIQUE
F03,DIRECTION CENTR. SANTE/ SECUR./ ENVIRON.
F03A,"DIRECTION MANAGEMENT SANTE, SECURITE"
F03A1,S/DIR SANTE/SECURITE AU TRAVAIL
F03A11,GROUPE SANTE/HYGIENE AU TRAVAIL
F03A12,GROUPE SECURITE AU POSTE DE TRAVAIL
F03A13,GROUPE REPORTING/SUIVI DES PERFORMANCES HSE
F03A2,S/DIR MAITRISE DES RISQUES INDUSTRIELS
F03A21,GROUPE INTEGRITE DES INSTALLATIONS
F03A22,GROUPE GESTION DES URGENCES/CRISES
F03B,DIR.MANAGEMENT DE L'ENVIR.VEILLE REGLE./INFORMATION
F03B1,S/DIR. MANAGEMENT DE L'ENVIRONNEMENT
F03B11,GROUPE MANGT.EMISSION ATMOSPH & CHGEMENT CLIMATIQUE
F03B12,GROUPE MANGT.DECHETS.NUISANCES & SITES POLLUES
F03B13,GROUPE MANGT.REJETS LIQUIDES/PRESERVAT.RES.HYDRIQUES
F03B2,S/DIR.VEILLE REGLEMENTAIRE ET INFORMATION
F03B21,GROUPE REGLEMENTATION ET NORMES
F03B22,GROUPE DOCUMENTATIOB ET BASE DE DONNEES
F03B23,GROUPE INFORMATION ET SENSIBILISATION
F030,STAFF HSE
F031,SECRETARIAT
F032,CELLULE ADMINISTRATION
F04,DIRECTION CENT.COORD.TECH ET DEVELOP (TEC)
F04A,DIRECTION REFERENTIELS ET MANAGEMENT QUALITE
F04A0,CELLULE DIRECTION
F04A01,SECRETARIAT
F04A1,S/DIR REFERENTIEL ENGINEERING
F04A1A,GROUPE PROCESS
F04A1B,GROUPE MECANIQUE
F04A1C,GROUPE GENIE CIVIL
F04A1D,GROUPE ELECTRICITE
F04A1E,GROUPE INSTRUMENTATION ET TELECOMMUNICATION
F04A2,S/DIR MANAGEMENT DE PROJET
F04A2A,GROUPE MANAGEMENT GENERAL
F04A2B,GROUPE ESTIMATION ET CONTROLE COUTS
F04A2C,GROUPE PLANIFICATION
F04A2D,GROUPE REALISATION
F04A3,S/DIR MANAGEMENT QUALITE
F04A3A,GROUPE ASSURANCE QUALITE
F04A3B,GROUPE CONTROLE QUALITE
F04A3C,GROUPE NORMES ET REGLEMENTATIONS
F04A3D,GROUPE GESTION BASE DE DONNEES
F04B,DIRECTION PROCEDES ET SUIVI DES PROJETS
F04B0,CELLULE DIRECTION
F04B01,SECRETARIAT
F04B1,S/DIR PROCEDES ET TECHNOLOGIE
F04B1A,GROUPE PROCEDES AMONT/TRC
F04B1B,GROUPE PROCEDES AVAL
F04B1C,GROUPE TECHNOLOGIES
F04B2,S/DIR SUIVI DES PROJETS
F04B2A,GROUPE AMONT/INFRA
F04B2B,GROUPE TRC/AVAL
F04B2C,GROUPE CONSOLIDATION ET REPORTING
F040,STAFF TEC
F041,SECRETARIAT
F042,CELLULE ADMINISTRATION
F043,CELLULE INFORMATION TECHNIQUE
F05,DIRECTION CENTRALE DES MARCHES
F06,DIRECTION CENTRALE GESTION DES ASSOCIATIONS
F06A,DIVISION EXPLOITATION & GISEMENTS
F06A0,SECRETARIAT DIVISION
F06A1,DEPARTEMENT POLE SUD EST
F06A2,DEPARTEMENT POLE SUD OUEST
F06A3,DEPARTEMENT FORAGE&OPERATIONS AUX PUITS
F06B,DIVISION DEVELOPPEMENT & EXPLOITATION
F06B0,SECRETARIAT DIVISION
F06B1,DEPARTEMENT EXPLOITATION
F06B2,DEPARTEMENT NOUVEAUX PROJETS
F06B3,DEPARTEMENT MAINTENANCE&SUIVI DES EQUIPEMENTS
F06C,DIVISION PARTAGE DE PRODUCTION
F06C0,SECRETARIAT DIVISION
F06C1,DEPARTEMENT PARTAGE DE PRODUCTION
F06C2,DEPARTEMENT ETUDES & SYNTHESE
F06D,DIVISION SANTE SECURITE & ENVIRONNEMENT
F06D0,SECRETARIAT DIVISION
F06D1,DEPARTEMENT SANTE & SECURITE
F06D2,DEPARTEMENT CONTROLE TECHNIQUE
F06D3,DEPARTEMENT ENVIRONNEMENT
F06E,DIVISION FINANCE
F06E0,SECRETARIAT DIVISION
F06E1,DEPARTEMENT COMPTABILITE
F06E2,DEPARTEMENT BUDGET
F06E3,DEPARTEMENT TRESORERIE & FISCALITE
F06F,DIVISION JURIDIQUE
F06F0,SECRETARIAT DIVISION
F06F1,DEPARTEMENT GESTION CONTRATS
F06F2,DEPARTEMENT SUIVI DES CONSEILS DE GESTION
F06F3,DEPARTEMENT CONTRATS COMMERCIAUX
F06G,DIVISION RESSOURCES HUMAINES
F06G0,SECRETARIAT DIVISION
F06G1,DEPARTEMENT GESTION DU PERSONNEL
F06G2,DEPARTEMENT DEVELOPPEMENT DES RESSOURCES HUMAINES
F06H,DIVISION ASSISTANCE AUX OPERATEURS
F06H0,SECRETARIAT DIVISION
F06H1,DEPARTEMENT SUIVI OPERATIONNEL
F06H2,DEPARTEMENT GESTION RHU
F06H3,DEPARTEMENT MOYENS GENERAUX
F060,SECRETARIAT DCG AST
F061,STAF DCG AST
F062,DEPARTEMENT PLANIFICATION&REPORTING
F063,DEPARTEMENT BD & SI
F064,DEPARTEMENT AUDIT INTERNE
F065,DEPARTEMENT LOGISTIQUE & LIAISONS
F07,DIRECTION CENTRAL IAP CU
F07A,DIRECTION ETUDES & PEDAGOGIE
F07A0,SECRETARIAT DIRECTION
F07A1,DEPARTEMENT FORMATION DIPLOMANTE
F07A2,DEPARTEMENT FORMATION CONTINUE
F07B,DIRECTION RECHERCHE & DEVELOPPEMENT
F07B0,SECRETARIAT DIRECTION
F07B1,DEPARTEMENT INNOVATION & TECHNOLOGIE
F07B2,DEPARTEMENT DEVELOPPEMENT & VALORISATION
F07C,DIRECTION ADMINISTRATION & FINANCES
F07C0,SECRETARIAT DIRECTION
F07C1,DEPARTEMENT GESTION DU PERSONNEL & CARRIERES
F07C2,DEPARTEMENT FINANCES & COMPTABILITE
F07C3,DEPARTEMENT PASSATION DE MARCHES
F07D,ECOLE DE BOUMERDES
F07D0,SECRETARIAT
F07D1,STAF ECOLE DE BOUMERDES
F07D2,UFR GEOLOGIE GEOPHISIQUE & RESERVOIR
F07D3,UFR FORAGE & PRODUCTION
F07D4,UFR GAZ RAFFINAGE & PETROCHIMIE
F07D5,UFR TRANSPORT MAINTENANCE & INSTRUMENTATION
F07D6,UFO SECURITE INDUSTRIELLE & ENVIRONENEMENT
F07D7,UFO ENSEIGNEMENTS COMMUNS
F07E,ECOLE DE SKIKDA
F07E0,SECRETARIAT
F07E1,STAF ECOLE DE SKIKDA
F07E2,DEPARTEMENT ADMINISTRATION & MOYENS
F07E3,DEPARTEMENT PEDAGO.GAZ RAFFINAGE & PETROCHIMIE
F07E4,DEPARTEMENT PEDAGO.MAINTENANCE INDUS & TRANSP.
F07E5,DEPARTEMENT PEDAGO.GENIE ELECTRIQUE & INSTRUMENT.
F07E6,DEPARTEMENT PEDAGO.SECUR.INDUS & ENVIRONNEMENT
F07F,ECOLE D'ARZEW
F07F0,SECRETARIAT
F07F1,STAF ECOLE D'ARZEW
F07F2,DEPARTEMENT ADMINISTRATION & MOYENS
F07F3,DEPARTEMENT PEDAGO.GAZ RAFFINAGE & PETROCHIMIE
F07F4,DEPARTEMENT PEDAGO.MAINTENANCE INDUS & TRANSP.
F07F5,DEPARTEMENT PEDAGO.GENIE ELECTRIQUE & INSTRUMENT.
F07F6,DEPARTEMENT PEDAGO.SECUR.INDUS & ENVIRONNEMENT
F070,SECRETARIAT DC IAP CU
F071,STAF DC IAP CU
F08,DIRECTION CENTRALE BSD
F09,DIRECTION CENTRALE RDT
F10,DIR CENTR DIGIT & SYST D'INFO DSI
F10A,SECRETARIAT DC ISI
F10B,DEPARTEMENT SECURITE DC ISI
F10C,DEPARTEMENT  PLANIF/SUIVI PROJET & REPORTING
F101,DIRECTION SYSTEME INFORMATION
F101A,SECRETARIAT DSI
F1011,DEPARTEMENT SYST INFORMATION GESTION
F1012,DEPARTEMENT SYST INFORMATION METIER
F1013,DEPARTEMENT DECISION & PORTAIL
F1014,DEPARTEMENT SUPPORT & APPLICATIF
F102,DIRECTION TECHNOLOGIE INFORMATION
F102A,SECRETARIAT DTI
F1021,DEPARTEMENT RESEAUX & TELECOM
F1022,DEPARTEMENT HEBERGEMENT/ DATA CENTER
F1023,DEPARTEMENT SYST SERVICES INFORMATIQUE
F1024,DEPARTEMENT SUPPORT INFORMATIQUE
F1025,DEPARTEMENT EXPLOITATION
F103,DIRECTION INFORMATION
F103A,SECRETARIAT DI
F1031,DEPARTEMENT GESTION DOCUMENTAIRE
F1032,DEPARTEMENT CENTRE/SERVICES DOCUMENTAIRES
F104,DIRECTION QUALITE/METHODES/ARCHITECTURES
F104A,SECRETARIAT QMA
F1041,DEPARTEMENT QUALITES & METHODES
F1042,DEPARTEMENT ARCHITECTURE SYST INFORMATION
F11,DIRECTION TELECOMMUNICATION/ DC-ISI
F11A,DEPARTEMENT APPRO/TRANSPORT
F11B,DEPARTEMENT ADM&MOYENS
F11C,DEPARTEMENT FINANCES / COMPTABILITE
F11D,CENTRE INFORMATIQUE
F11E,CELLULE MANAGEMENT QUALITE
F11F,SERVICE JURIDIQUE
F11G,SERVICE HSE
F11H,SOUS DIRECTION EXPLOITATION & MAINTENANCE TLC
F11H1,DEPARTEMENT EXPLOITATION TLC
F11H2,DEPARTEMENT MAINTENANCE TLC
F11J,SOUS DIRECTION TECHNIQUE TLC
F11J1,DEPARTEMENT ETUDES & TECHNOLOGIE TLC
F11J2,DEPARTEMENT SUIVI DE REALISATION TLC
F11J3,DEPARTEMENT PASSATION DES MARCHES
F111,CELLULE DIRECTION
F112,SECRETARIAT
F12,DIR CENTR RESSOURCES NOUV (REN)
F13,DIR CENTR ENG&PROJ MANG (EPM)
F14,DIR CENTR PROCUR&LOGIS (P&L)
G,PERSONNEL DETACHE
G01,PERSONNEL DETACHE MINISTERE
G02,PERSONNEL DETACHE SYNDICAT NATIONAL
G03,PERSONNEL DETACHE IAP  SPA
G03A,ECOLE DE BOUMERDES
G03A1,CENTRE DE DAR EL BEIDA
G03B,ECOLE DE SKIKDA
G03C,ECOLE D' ARZEW
G030,STAFF IAP
G0301,SECRETARIAT
G04,PERSONNEL DETACHES SOPREP
G05,PERSO.DETACH.ETABLIS.NOUV.VILLE HMD
G06,PERSO.DETACH.A SEGIS/SPA
G07,PERSO.DETACH.A SEP/SPA
H,DCG ENGINEERING & DEVELOPPEMENT
J,ACTIVITE COMMERCIALISATION
J1 55E,DEPT ANALYSE/REPORTING HYDROC. GAZEUX
J1OA2,CELLULE HSE
J1OA3,SIE
J10,CELLULE ACTIVITE (COM)
J10A,STAF VP COM
J10AA,DIR TRANSPORT MARITIME
J10AA1,DEPT TRANSPORT MARITIME HL
J10AA2,DEPT TRANSPORT GNL
J10AA3,DEPT TRANSPORT MARITIME GPL
J10AI,DEPT CONTR�LE INT
J10A1,COORDONNAT CHARGE SECRET DGA
J10A2,CONSEILLERS DGA
PAH3,DEPT GESTION (SIEGE)
PAH4,DEPT ETUDES/REGLEMENTATION
PAH5,DEPT FORMATION
PAH6,DEPT LIAISONS
PAK,D.MOYENS GENERAUX (DPR SIEGE)
PAK0,CELLULE DIRECTION
PAK01,SECRETARIAT
PAK1,DEPT SERVICES COMMUNS
PAK2,DEPT TRAVAUX ENTRETIEN
PAK3,DEPT INTENDANCE LOGISTIQUE
PAK4,DEPT DOCUMENTATION ARCHIVES
PAK5,CELLULE INSPECTION
PAL,D. OPERATIONS (HYD/DPR-SIEGE)
PAL0,CELLULE DIRECTION
PAL01,SECRETARIAT
PAL1,DEPT ETUDES ET PLANIFICATION (SIEGE)
PAL2,DEPT EXPLOITATION (SIEGE)
PAL3,DEPT MAINTENANCE (SIEGE)
PAL4,DEPT ASSISTANCE AUX OPERATIONS (SIEGE)
PAL4D,BASE DJEBEL ONK
PAL4R,BASE RAS TOUMB
PAL4T,BASE OUED GUETERINI
PAM,DIR.APPRO/TRANSPORT (DPR SIEGE)
PAM0,CELLULE DIRECTION
PAM01,SECRETARIAT
PAM1,DEPT LOGISTIQUE
PAM2,DEPT ORD/COMMERCE EXTERIEUR
PAM3,DEPT MATERIEL TUBULAIRE
PAM4,DEPT ACHATS
PAM5,DEPT GESTION STOCKS/CODIFICATION
PAN,DIR REALISATION
PAN1,DEPT SUIVI PROJETS INDUSTRIELS
PAN2,DEPT SUIVI PROJETS INFRASTRUCTURES
PAN3,DEPT ESTIMATION & PLANNING PROJETS
PAN4,SERVICE ORDONNACEMENT
PBA,UNITE H.R'MEL
PBB,DIR. REG. HASSI R'MEL (HYD/DPR)
PBBY,PERS S.I.E DIR. REG. HASSI R'MEL
PBB0,CELLULE DIRECTION
PBB1,SECRETARIAT
PBC,ASSISTS (H.R'MEL)
PBD,DIV. SECURITE (H.R'MEL)
PBE,DIV. INFORMATIQUE (H.R'MEL)
PBF,STAG. EN FORMATION (H.R'MEL)
PBG,DIV. FINANCES ET COMPTABILITE (H.R'MEL)
PBH,DIV. R.H.M (H.R'MEL)
PBJ,DIV. INTENDANCE (H.R'MEL)
PBK,CHAMP TOUAT / ADRAR
PBN,DIV. APPROVISIONNEMENT (H.R'MEL)
PBP,D. LOGISTIQUE  (H.R'MEL)
PBP0,CELLULE DIRECTION
PBP01,SECRETARIAT
PBP1,DEPT TRANSPORT (H.R'MEL)
PBP2,DEPT. MTN. VEH./ENGINS (H.R'MEL)
PBP3,DEPT G.C (H.R'MEL)
PBP4,DEPT UTILITES (H.R'MEL)
PBP5,SCE ORDONNANCEMENT (H.R'MEL)
PBQ,D. ENG. PROD. (H.R'MEL)
PBQ0,CELLULE DIRECTION
PBQ01,SECRETARIAT
PBQ1,DEPT ET/PROG. (H.R'MEL)
PBQ2,DEPT PROD. GAZ          (H.R'MEL)
PBQ3,DEPT PROD. HUILES  (H.R'MEL)
PBQ4,DEPT O P (H.R'MEL)
PBQ5,SCE ORDONNANCEMENT (H.R'MEL)
PBR,D. EXPLOITATION (H.R'MEL)
PBR0,CELLULE DIRECTION
PBR01,SECRETARIAT
PBR1,DEPT. EXP. CENT. 1 (H.R'MEL)
PBR2,DEPT. EXP. CENT. 2 (H.R'MEL)
PBR3,DEPT. EXPL. N. (H.R'MEL)
PBR4,DEPT. EXPL. S. (H.R'MEL)
PBR5,DEPT. PROG/CONTROLE (H.R'MEL)
PBR6,SCE ORDONNANCEMENT (H.R'MEL)
PBT,D. MAINTENANCE (H.R'MEL)
PBT0,CELLULE DIRECTION
PBT01,SECRETARIAT
PBT1,DEPT MTN CENT. (H.R'MEL)
PBT2,DEPT MTN MOD. (H.R'MEL)
PBT3,DEPT MTN COMP. (H.R'MEL)
PBT4,DEPT METHOD. (H.R'MEL)
PBT5,DEPT TELE/ELEC (H.R'MEL)
PBT6,SCE ORDONNANCEMENT (H.R'MEL)
PBV,D. TECHNIQUE (H.R'MEL)
PBV0,CELLULE DIRECTION
PBV01,SECRETARIAT
PBV1,DEPT ENG. (H.R'MEL)
PBV2,DEPT TVX PETR. (H.R'MEL)
PBV3,DEPT INSP/COR. (H.R'MEL)
PBV4,SCE ORDONNANCEMENT (H.R'MEL)
PBX,D. EXPL. OUED NOUMER
PBXY,PERS S.I.E OUED NOUMER
PBX0,CELLULE DIRECTION
PBX01,SECRETARIAT
PBX1,DEPT. PRODUCTION (O.NR)
PBX2,DEPT. MAINTENANCE (O.NR)
PBX3,DEPT. LOGISTIQUE (O.NR)
PBX4,SCE ADMINIST. (O.NR)
PBX5,SCE FINANCES (O.NR)
PBX6,SCE INTENDANCE (O.NR)
PBX7,SCE SECURITE (O.NR)
PCA,UNITE H.BERKAOUI
PCB,D. REG. HAOUD BERKAOUI (HYD/DPR)
PCBD,DIVISION HSE HBK
PCBE,CELLULE INF.TELECOM
PCBF,SERVICE JURIDIQUE HBK
PCBG,DIV. FINANCES (H.BK)
PCBH,DIV. PERSONNEL (H.BK)
PCBJ,DIV MOG
PCBM,DIV. APPRO. ET TRANSPORT (H.BK)
PCBQ,DIV. ENG ET PROD. (H.BK)
PCBR,DIV. EXPLOITATION (H.BK)
PCBT,DIV. MAINTENANCE (H.BK)
PCBU,DIVISION INFRASTRUCTURES
PCBV,DIVISION TECHNIQUE HBK
PCBX,DIV TECHNIQUE
PCBY,PERS S.I.E DIR. REG. HAOUD BERKAOUI
PCB0,CELLULE DIRECTION
PCB1,SECRETARIAT
PCF,STAG. EN FORMATION (H.BK)
PDA,UNITE H.MESSAOUD
PDB,D. REG. HASSI MESSAOUD (HYD/DPR)
PDBY,PERS S.I.E DIR. REG. HASSI MESSAOUD
PDB0,CELLULE DIRECTION
PDB1,SECRETARIAT
PDC,ASSISTS (H.MD)
PDD,DIV. SECURITE (H.MD)
PDE,DIV. INFORMATIQUE (H.MD)
PDF,STAG. EN FORMATION (H.MD)
PDG,DIV. FINANCES ET COMPTABILITE (H.MD)
PDH,DIV. R.H.M (H.MD)
PDJ,DIV. INTENDANCE (H.MD)
PDK,ASSOCIATION GROUPEMENT B.P
PDL,ASSOCIATION GROUPEMENT T.F.T
PDM,AST GROUPT SH/ANADARKO HBNS
PDM1,AST GROUPT SH/ANADARKO HBN
PDM2,AST GROUPT SH/ANADARKO BKE
PDM3,AST GROUPT SH/ANADARKO MKE
PDN,DIV. APPROVISIONNEMENT (H.MD)
PDP,D. LOGISTIQUE (H.MD)
PDP0,CELLULE DIRECTION
PDP01,SECRETARIAT
PDP1,DEPT TRANSPORT (H.MD)
PDP2,DEPT MTN VEH. (H.MD)
PDP3,DEPT ET/REA. GC (H.MD)
PDP4,DEPT TRV/ENT. (H.MD)
PDP5,DEPT UTILITES (H.MD)
PDP6,SCE ORDONNANCEMENT (H.MD)
PDQ,D. ENG.PROD. (H.MD)
PDQ0,CELLULE DIRECTION
PDQ01,SECRETARIAT
PDQ1,DEPT. GEOL. (H.MD)
PDQ2,DEPT TEC. PROD. (H.MD)
PDQ3,DEPT. TEC. PUITS (H.MD)
PDQ4,DEPT. CONTROLE PUITS (H.MD)
PDQ5,DEPT. W.L (H.MD)
PDQ6,DEPT OPERATIONS (H.MD)
PDQ7,SCE ORDONNANCEMENT (H.MD)
PDR,D. EXPL. C.I. NORD (H.MD)
PDRA0,CELLULE DIRECTION
PDRA01,SECRETARIAT
PDRA1,DEPT.PROGRAMMATION
PDRA2,DEPT.RAFFINAGE
PDRB,COMPLEXE.INDUS.NORD (HMD)
PDRB1,DEPT TRAITEMENT (H.MD)
PDRB2,DEPT INJECT.T. (H.MD)
PDRB3,DEPT.GPL
PDRC,COMPLEXE.INDUS SUD (HMD)
PDRC1,DEPT TRAITEMENT (H.MD)
PDRC2,DEPT INJECT. (H.MD)
PDRC3,DEPT.GPL
PDRC4,DEPT. SATELLITE
PDR1,DEPT TRAITEMENT (H.MD)
PDR2,DEPT INJECT.T. (H.MD)
PDR3,SCE PROGRAM. (H.MD)
PDS,D. EXPL. C.I. SUD (H.MD)
PDS1,DEPT TRAITEMENT (H.MD)
PDS2,DEPT INJECT. (H.MD)
PDS3,SCE RAFFIN. (H.MD)
PDS4,SCE CONT/LAB. (H.MD)
PDS5,SCE PROGRAM. (H.MD)
PDT,D. MAINTENANCE (H.MD)
PDT0,CELLULE DIRECTION
PDT01,SECRETARIAT
PDT1,DEPT MTN CIN. (H.MD)
PDT2,DEPT MTN CIS. (H.MD)
PDT3,DEPT MTN COMP. (H.MD)
PDT4,DEPT MTN CENT. (H.MD)
PDT5,DEPT METHODES (H.MD)
PDT6,SCE ORDANNANCEMENT (H.MD)
PDU,AST GROUPEMENT QOUBBA
PDV,D. TECHNIQUE (H.MD)
PDV0,CELLULE DIRECTION
PDV01,SECRETARIAT
PDV1,DEPT TRV. PETR. (H.MD)
PDV2,DEPT ENG. (H.MD)
PDV3,DEPT INSP/COR (H.MD)
PDV4,SCE ORDONNANCEMENT (H.MD)
PDW,D. EL-GASSI
PDW1,DEPT PRODUCT. (EL-GASSI)
PDW2,DEPT LOGIST. (EL-GASSI)
PDW3,SCE ADMINIST. (EL-GASSI)
PDW4,SCE SECURITE  (EL-GASSI)
PDW5,SCE INTENDANCE (EL-GASSI)
PDX,D. BIR REBAA NORD (B.R.N)
PDY,D.COORD.CHAMPS EXTERIEURS
PDY0,CELLULE DIRECTION
PDY01,SECRETARIAT
PDY1,SECTEUR BIR BERKINE
PDY2,CENTRALE ELECTRIQUE BERKINE
PDY3,SECTEUR EL BORMA
PDY4,SECTEUR DE MESDAR
PDZ,SECTEUR DE MESDAR
PD1,ASSOCIATION CHAMP TIFERNINE
PD2,ASSOCIATION GROUPEMENT CEPSA
PD3,ASSOCIATION GROUPEMENT PETROCANADA
PD4,DIRECTION GEPCO
PD5,DIRECTION TASSILI AIRLINES
PD6,ASSOCIATION GROUPEMENT SH/AMERADA HESS
PD7,ASSOCIATION GROUPEMENT SH/BHP
PD8,ASSOCIATION GROUPEMENT SH/BURLINGTON/MLN
PD9,ASSOCIATION GROUPEMENT SH/OOC TOUAT
PEA,UNITE R.EL-BAGUEL
PEB,D. REG. RHOURD EL BAGUEL (HYD/DPR)
PEBB,CHAMP EL BORMA
PEBD,DIV. SECURITE (R.BAGUEL)
